id,level,sr_no,raw,kanji,hiragana,meaning,hint,sentence,supporting_word_1,supporting_word_2,page_no
3567,N3,663,遂に,遂に,ついに,"finally, at last​",色々あって、長い時間がかかって,①長い間かかったが、②3年間彼女のことを考えて遂に①最後に彼女できました。②結婚した。④絵が完成した。,①長い間かかったが、②3年間彼女のことを考えて,①最後に彼女できました。②結婚した。④絵が完成した。(色々あって、長い時間がかかって),92.0
3568,N3,664,通学,通学,つうがく,commuting to school,,,,,60.0
3569,N3,665,通過,通過,つうか,passing through,,,,,32.0
3570,N3,666,通勤,通勤,つうきん,Commuting to work,regular travel between one's home and workplace,彼は毎日、電車で通勤しています。,彼は毎日、電車で,しています。(regular travel between one's home and workplace),
3571,N3,667,通行止め＊,通行止め,つうこうどめ,"road closure, no entry",,,,,36.0
3572,N3,668,通帳,通帳,つうちょう,bankbook,,,,,38.0
3573,N3,669,通帳記入,通帳記入,つうちょうきにゅう,entering in a bankbook,,,,,38.0
3574,N3,670,通訳,通訳,つうやく,"interpretation, translator",,,,,66.0
3575,N3,671,通路側,通路側,つうろがわ,aisle side,,,,,30.0
3576,N3,672,捕まる,捕まる,つかまる,"To be caught, to be arrested​,",,,,,37.0
3577,N3,673,付き合い＊,付き合い,つきあい,"socializing, association, companionship",,,,,45.0
3578,N3,674,付き合う＊,付き合う,つきあう,"To associate with, to accompany someone",,,,,
3579,N3,675,突き当たり＊,突き当たり,つきあたり,dead end,,,,,36.0
3580,N3,676,注ぐ②,注ぐ,つぐ,"to pour, to pour into",the act of pouring a liquid from one container into another,お茶をコップに注ぐ。,お茶をコップに,。(the act of pouring a liquid from one container into another),52.0
3581,N3,677,都合,都合,つごう,"Circumstances, convenience",,,,,44.0
3582,N3,678,繋がる,繋がる,つながる,"to be tied together, to be connected to","世界中を,心が",家族と離れていても、心が繋がる～ていると思いれば大丈夫です。,家族と離れていても、心が,"～ていると思いれば大丈夫です。(世界中を,心が)",69.0
3583,N3,679,繋ぐ,繋ぐ,つなぐ,"to connect, to link together",手を,,,(手を),
3584,N3,680,潰す,潰す,つぶす,"to smash, to crush",箱が,,,(箱が),86.0
3585,N3,681,潰れる,潰れる,つぶれる,"to be crushed, to collapse",箱が,,,(箱が),86.0
3586,N3,682,摘み,摘み,つまみ,"pinch, a small amount",,,,,
3587,N3,683,詰まる,詰まる,つまる,"To be packed (with), to be full (space, schedule, etc.)",鼻が,,,(鼻が),82.0
3588,N3,684,積む,積む,つむ,"to pile up, to load",,,,,34.0
3589,N3,685,爪+,爪,つめ,"nail, claw",が伸びる,,,(が伸びる),85.0
3590,N3,686,詰める,詰める,つめる,"to pack, to fill",荷物を,,,(荷物を),29.0
3591,N3,687,積もる,積もる,つもる,"to accumulate, to pile up",,,,,18.0
3592,N3,688,辛い②,辛い,つらい,"painful, bitter, heart-breaking",,,,,
3593,N3,689,釣り,釣り,つり,fishing,,釣りは要らんよ。,,は要らんよ。,54.0
3594,N3,690,吊るす,吊るす,つるす,"to hang, to hang up",,,,,20.0
3595,N3,691,連れて行く＊,連れて行く,つれていく,to take (someone) along,,,,,23.0
3596,N3,692,連れる,連れる,つれる,to bring (someone),,,,,50.0
3597,N3,693,出会い＊,出会い,であい,"meeting, encounter",,,,,98.0
3598,N3,694,出会う＊,出会う,であう,"to meet, to encounter",,,,,98.0
3599,N3,695,定期券,定期券,ていき(けん),"commuter pass, season ticket",,,,,31.0
3600,N3,696,停車,停車,ていしゃ,stopping (of a train or vehicle),,,,,36.0
3601,N3,697,提出,提出,ていしゅつ,"submission, presentation",する,,,(する),
3602,N3,698,停留所,停留所,ていりゅうじょ,bus stop,,,,,36.0
3603,N3,699,テーブル,テーブル,テーブル,table,,,,,18.0
3604,N3,700,出来上がり＊,出来上がり,できあがり,"completion, finish",,,,,17.0
3605,N3,701,出来上がる＊,出来上がる,できあがる,"to be completed, to be finished",,,,,17.0
3606,N3,702,デザート,デザート,デザート,dessert,,,,,50.0
3607,N3,703,デザイン,デザイン,デザイン,design,,,,,48.0
3608,N3,704,手数料,手数料,てすうりょう,"(handling) fee, charge (e.g. for a cancellation)",,,,,39.0
3609,N3,705,デスクトップ(パソコン),デスクトップ(パソコン),デスクトップ(パソコン),desktop (computer),,,,,68.0
3610,N3,706,出鱈目,出鱈目,でたらめ,"nonsense, random",に答える,,,(に答える),87.0
3611,N3,707,手袋,手袋,てぶくろ,gloves,,,,,47.0
3612,N3,708,出迎え＊,出迎え,でむかえ,"meeting, reception",,,,,98.0
3613,N3,709,出迎える＊,出迎える,でむかえる,"to meet, to greet",,,,,98.0
3614,N3,710,出る,出る,でる,"to leave, to exit",,,,,100.0
3615,N3,711,店員,店員,てんいん,"shop assistant, store clerk",,,,,66.0
3616,N3,712,電源,電源,でんげん,"Power source, electricity",,ソーラーパネルは太陽光から電源を供給します。,ソーラーパネルは太陽光から,を供給します。,13.0
3617,N3,713,天井,天井,てんじょう,Ceiling,,この部屋の天井は高いです。,この部屋の,は高いです。,12.0
3618,N3,714,電子レンジ,電子レンジ,でんしれんじ,Microwave oven,,電子レンジで食べ物を温めることができます。,,で食べ物を温めることができます。,12.0
3619,N3,715,転送,転送,てんそう,"transfer (of a call, patient, etc.), forwarding (a letter, email, etc.)",,,,,70.0
3620,N3,716,添付,添付,てんぶ,"attaching (documents, etc.), appending",,,,,70.0
3621,N3,717,天ぷら油,天ぷら油,てんぷらあぶら,tempura oil,,,,,14.0
3622,N3,718,問い＃,問い,とい,"question, inquiry",,,,,64.0
3623,N3,719,問い合わせ＊,問い合わせ,といあわせ,"inquiry, inquiry call",,,,,98.0
3624,N3,720,問い合わせる＊,問い合わせる,といあわせる,"to enquire, to inquire",,,,,98.0
3625,N3,721,如何か,如何か,どうか,"how, in what way",,如何かお願いします。,,お願いします。,93.0
3626,N3,722,到頭,到頭,とうとう,"finally, at last",,家の猫が到頭死んでしまった。,家の猫が,死んでしまった。,92.0
3627,N3,723,同僚,同僚,どうりょう,"coworker, colleague",,,,,76.0
3628,N3,724,道路,道路,どうろ,"road, highway",,,,,36.0
3629,N3,725,登録,登録,とうろく,"Registration, entry, record",,新しいメンバーを登録しました。 ,新しいメンバーを,しました。 ,71.0
3630,N3,726,遠回り＊,遠回り,とおまわり,"detour, roundabout way",,,,,36.0
3631,N3,727,通り掛かる＊,通り掛かる,とおりかかる,to happen to pass by,,,,,98.0
3632,N3,728,通り過ぎる＊,通り過ぎる,とおりすぎる,"to pass by, to go by",,,,,98.0
3633,N3,729,溶かす,溶かす,とかす,"to melt, to dissolve",,,,,46.0
3634,N3,730,どきどき＊＊,どきどき,どきどき,"thump-thump, bang-bang",胸が、面接で,,,(胸が、面接で),96.0
3635,N3,731,髪を解く＊,髪を解く,かみをとく,to comb hair,解かす,,,(解かす),46.0
3636,N3,732,得(な),得,とく,get,得する,彼は大きな成功を得ました。,彼は大きな成功を,ました。(得する),49.0
3637,N3,733,退く③,退く,どく,"to step aside, to move (i.e. out of the way)",,,,,18.0
3638,N3,734,得意(な),得意,とくい,"strong point, specialty",,,,,60.0
3639,N3,735,特売品,特売品,とくばいひん,"bargain goods, special sale items",,,,,49.0
3640,N3,736,退ける,退ける,どける,to put something out of the way,,,,,18.0
3641,N3,737,閉じる,閉じる,とじる,"to close, to shut",,,,,68.0
3642,N3,738,途端に＊,途端に,とたんに,"just (at the moment), right after",,途端に泣き出す,,泣き出す,92.0
3643,N3,739,特急,特急,とっきゅう,limited express,,,,,32.0
3644,N3,740,特急券,特急券,とっきゅうけん,limited express ticket,,,,,31.0
3645,N3,741,特急料金,特急料金,とっきゅうりょうきん,limited express fare,,,,,31.0
3646,N3,742,突然,突然,とつぜん,suddenly,,,,,92.0
3647,N3,743,届く,届く,とどく,"to reach, to arrive",,,,,54.0
3648,N3,744,兎に角＊,兎に角,とにかく,"anyway, at any rate",兎も角,言い訳などしないで、兎に角勉強しなさい。,言い訳などしないで、,勉強しなさい。(兎も角),93.0
3649,N3,745,飛び込む＊,飛び込む,とびこむ,"to jump in, to plunge into",,,,,99.0
3650,N3,746,飛び出す＊,飛び出す,とびだす,"To jump out, to rush out",,,,,99.0
3651,N3,747,兎も角＊,兎も角,ともかく,"anyway, at any rate",,,,,93.0
3652,N3,748,ドライブ,ドライブ,ドライブ,drive (car),,,,,34.0
3653,N3,749,ドライヤー,ドライヤー,ドライヤー,hairdryer,,,,,46.0
3654,N3,750,トラック,トラック,トラック,truck,,,,,36.0
3655,N3,751,トランク,トランク,トランク,"trunk (of a car), suitcase",,,,,34.0
3656,N3,752,取り替える＊,取り替える,とりかえる,"to exchange, to replace",,,,,99.0
3657,N3,753,取り消し＊,取り消し,とりけし,"cancellation, withdrawal",,,,,99.0
3658,N3,754,取り消す＊,取り消す,とりけす,"to cancel, to withdraw",,,,,
3659,N3,755,取り出す＊,取り出す,とりだす,"to take out, to extract",,ポケットから財布を取り出す～た。,ポケットから財布を,～た。,99.0
3660,N3,756,問われる,問われる,とわれる,"to be asked, to be questioned",,,,,64.0
3661,N3,757,どんどん＊＊,どんどん,どんどん,"drumming (noise), beating, pounding",速く変わる,彼の日本語はどんどん上達している。,彼の日本語は,上達している。(速く変わる),96.0
3662,N3,758,治す,治す,なおす,"to cure, to heal",,,,,83.0
3663,N3,759,仲+,仲,なか,"relationship, terms",,,,,44.0
3664,N3,760,ワイングラス,ワイングラス,ワイングラス,Wine glass,,,,,12.0
3665,N3,761,流し,流し,ながし,sink (e.g. in a kitchen),,食器を流しで洗ってください。,食器を,で洗ってください。,12.0
3666,N3,762,流す,流す,ながす,"to drain, to pour",,,,,84.0
3667,N3,763,長そで,長そで,ながそで,long sleeves,,,,,48.0
3668,N3,764,仲直り＊,仲直り,なかなおり,"reconciliation, making up (with), making peace (with)",,,,,44.0
3669,N3,765,仲間,仲間,なかま,"comrade, companion",,,,,66.0
3670,N3,766,仲良し＊,仲良し,なかよし,close friend,,,,,44.0
3671,N3,767,無くす,無くす,なくす,"to lose, to get rid of",無駄を,,,(無駄を),55.0
3672,N3,768,亡くなる,亡くなる,なくなる,"to pass away, to die",,,,,78.0
3673,N3,769,平らか,平らか,ならか,"smooth, calm (surface)",なだらか,,,(なだらか),86.0
3674,N3,770,撫でる,撫でる,なでる,"to stroke, to pet",頭を,,,(頭を),22.0
3675,N3,771,斜め,斜め,ななめ,"diagonal, slanting",に横断する,,,(に横断する),37.0
3676,N3,772,鍋+,鍋,なべ,"pot, pan",,,,,16.0
3677,N3,773,生意気(な),生意気,なまいき,"impertinent, cheeky,",,,,,22.0
3678,N3,774,怠け者＊,怠け者,なまけもの,lazy person,,,,,67.0
3679,N3,775,怠ける,怠ける,なまける,"to be lazy, to be idle",仕事を,,,(仕事を),67.0
3680,N3,776,生ゴミ,生ゴミ,なまごみ,"kitchen waste, raw garbage",,,,,19.0
3681,N3,777,涙+,涙,なみだ,tears,,,,,84.0
3682,N3,778,慣れる,慣れる,なれる,"to get used to, to become accustomed",人に、パソコンに,,,(人に、パソコンに),
3683,N3,779,似合う＊,似合う,にあう,"to suit, to match",,,,,48.0
3684,N3,780,臭い,臭い,におい,"smell, odor",匂う,変な臭いがする,変な,がする(匂う),86.0
3685,N3,781,苦手(な),苦手,にがて,"not good at, weak in",,,,,60.0
3686,N3,782,面皰,面皰,にきび,"pimple, acne",,,,,84.0
3687,N3,783,賑やか(な),賑やか,にぎやか,"lively, bustling",,,,,52.0
3688,N3,784,握る,握る,にぎる,"to grasp, to hold",ハンドルを,,,(ハンドルを),34.0
3689,N3,785,にこにこ＊＊,にこにこ,にこにこ,"smilingly, with a friendly grin",笑う,,,(笑う),94.0
3690,N3,786,にせ物,にせ物,にせもの,"imitation, fake",,,,,49.0
3691,N3,787,にっこり＊＊,にっこり,にっこり,"with a smile, smiling",,,,,94.0
3692,N3,788,日程,日程,にってい,"schedule, itinerary",,,,,28.0
3693,N3,789,鈍い,鈍い,にぶい,"dull (e.g., a knife), slow-witted",,,,,86.0
3694,N3,790,入学式,入学式,にゅうがくしき,entrance ceremony,,,,,60.0
3695,N3,791,入学,入学,にゅうがく,"admission to school, enrollment",,,,,60.0
3696,N3,792,入門講座,入門講座,にゅうもんこうざ,introductory course,,,,,68.0
3697,N3,793,入力,入力,にゅうりょく,"input, data entry",,,,,70.0
3698,N3,794,煮る,煮る,にる,"to boil, to simmer",,,,,16.0
3699,N3,795,人気,人気,にんき,popularity,,,,,48.0
3700,N3,796,抜ける,抜ける,ぬける,"to come out, to fall out",,,,,85.0
3701,N3,797,濡らす,濡らす,ぬらす,"to wet, to dampen",,,,,
3702,N3,798,塗る,塗る,ぬる,"to paint, to apply (e.g., makeup)",,,,,46.0
3703,N3,799,温い,温い,ぬるい,"lukewarm, tepid",冷たくない,ジュースが温いので、冷蔵庫に入りましょう。,ジュースが,ので、冷蔵庫に入りましょう。(冷たくない),15.0
3704,N3,800,濡れる,濡れる,ぬれる,to get wet,,,,,20.0
3705,N3,801,ネックレス,ネックレス,ネックレス,necklace,,,,,46.0
3706,N3,802,熱+,熱,ねつ,"fever, temperature",,,,,16.0
3707,N3,803,ネット,ネット,ネット,"net, internet",,,,,69.0
3708,N3,804,年賀状,年賀状,ねんがじょう,New Year's card,,,,,68.0
3709,N3,805,年末年始,年末年始,ねんまつねんし,year-end and New Year,,,,,28.0
3710,N3,806,ノートパソコン,ノートパソコン,ノートパソコン,laptop computer,,,,,68.0
3711,N3,807,残す,残す,のこす,"to leave (behind), to save",,,,,50.0
3712,N3,808,残り物＊,残り物,のこりもの,Leftovers,,昨日の夕食の残り物を今日の昼食に食べます。,昨日の夕食の,を今日の昼食に食べます。,12.0
3713,N3,809,乗せる,乗せる,のせる,"to give a ride, to carry",,,,,34.0
3714,N3,810,伸ばす,伸ばす,のばす,"to extend, to stretch",,,,,21.0
3715,N3,811,伸びる,伸びる,のびる,"to stretch, to grow",,,,,
3716,N3,812,上り,上り,のぼり,"ascent, uphill",,,,,30.0
3717,N3,813,上る,上る,のぼる,"to go up, to climb",,,,,30.0
3718,N3,814,飲み会＊,飲み会,のみかい,"drinking party, gathering",,,,,52.0
3719,N3,815,飲み放題＊,飲み放題,のみほうだい,all-you-can-drink,,,,,52.0
3720,N3,816,乗り遅れる＊,乗り遅れる,のりおくれる,"to miss (a bus, train, etc.)",,道路渋滞でバスに乗り遅れる～ました。,道路渋滞でバスに,～ました。,32.0
3721,N3,817,乗り換え＊,乗り換え,のりかえ,"transfer (trains, buses, etc.)",,,,,32.0
3722,N3,818,乗り換える＊,乗り換える,のりかえる,"to transfer (trains, buses, etc.)",,,,,32.0
3723,N3,819,乗り越し＊,乗り越し,のりこし,"over-riding, exceeding the limit",,,,,32.0
3724,N3,820,乗り越す＊,乗り越す,のりこす,"to ride past (one's stop), to exceed the limit",,駅を乗り越す～てしまいました。,駅を,～てしまいました。,32.0
3725,N3,821,乗り過ごす＊,乗り過ごす,のりすごす,"to pass one's destination, to miss one's stop",,会議室の入口を乗り過ごす～ました。,会議室の入口を,～ました。,32.0
3726,N3,822,呪い,呪い,のろい,"curse, spell",車,,,(車),86.0
3727,N3,823,のろのろ＊＊,のろのろ,のろのろ,"slowly, sluggishly",ゆっくり,車がのろのろ走っている。,車が,走っている。(ゆっくり),96.0
3728,N3,824,呑気(な),呑気,のんき,"carefree, at ease",,,,,80.0
3729,N3,825,のんびり＊＊,のんびり,のんびり,"in a relaxed manner, in a carefree manner",過ごす、屋,,,(過ごす、屋),94.0
3730,N3,826,バーゲン,バーゲン,バーゲン,"bargain sale, sale",,,,,49.0
3731,N3,827,パーセント,パーセント,パーセント,percent,,,,,49.0
3732,N3,828,パート,パート,パート,"part-time job, part-timer",,,,,66.0
3733,N3,829,歯医者,歯医者,はいしゃ,dentist,,,,,83.0
3734,N3,830,売店,売店,ばいてん,"kiosk, stall",,,,,33.0
3735,N3,831,バイト,バイト,バイト,"part-time job (from ""アルバイト"")",,,,,66.0
3736,N3,832,生える,生える,はえる,"to grow (e.g., teeth, hair)",,,,,
3737,N3,833,秤+,秤,はかり,"scale, balance",,,,,14.0
3738,N3,834,量る,量る,はかる,"to measure, to weigh",,,,,14.0
3739,N3,835,測る,測る,はかる,"to measure, to gauge",,,,,61.0
3740,N3,836,吐き気＊,吐き気,はきけ,nausea,,,,,82.0
3741,N3,837,はきはき＊＊,はきはき,はきはき,"Smartly, promptly, clearly",と答える,,,(と答える),96.0
3742,N3,838,掃く,掃く,はく,to sweep,,,,,18.0
3743,N3,839,～泊,～泊,～はく,counter for nights of a stay,,,,,29.0
3744,N3,840,吐く,吐く,はく,to vomit,,,,,82.0
3745,N3,841,白線,白線,はくせん,white line,,,,,32.0
3746,N3,842,バケツ,バケツ,バケツ,bucket,,,,,18.0
3747,N3,843,禿げる,禿げる,はげる,to go bald,年を取る、ストレスで,ストレスで髪が禿げることがある。,ストレスで髪が,ことがある。(年を取る、ストレスで),85.0
3748,N3,844,外す,外す,はずす,"to remove, to unfasten",,,,,101.0
3749,N3,845,バス停,バス停,ばすてい,bus stop,,,,,36.0
3750,N3,846,パソコン,パソコン,パソコン,personal computer,,,,,68.0
3751,N3,847,働き者＊,働き者,はたらきもの,hardworking person,,,,,67.0
3752,N3,848,～発,～発,～はつ,"departure, sent from …",,,,,30.0
3753,N3,849,はっきり＊＊,はっきり,はっきり,"clearly, distinctly",,,,,94.0
3754,N3,850,バックミラー,バックミラー,バックミラー,rearview mirror,,,,,34.0
3755,N3,851,発車,発車,はっしゃ,departure (of a vehicle),,,,,32.0
3756,N3,852,発売,発売,はつばい,release for sale,,,,,100.0
3757,N3,853,派手(な),派手,はで,"flashy, showy",目立つな,,,(目立つな),48.0
3758,N3,854,花柄,花柄,はながら,floral pattern,,,,,48.0
3759,N3,855,話し合い＊,話し合い,はなしあい,"discussion, talk",,,,,98.0
3760,N3,856,話し合う＊,話し合う,はなしあう,"to discuss, to talk over",,,,,98.0
3761,N3,857,話し掛ける＊,話し掛ける,はなしかける,to start a conversation with,,,,,98.0
3762,N3,858,放す,放す,はなす,"to let go, to release",,,,,23.0
3763,N3,859,鼻水,鼻水,はなみず,"nasal mucus, a runny nose",,,,,84.0
3764,N3,860,幅+,幅,はば,"width, breadth",横の長さ,,,(横の長さ),15.0
3765,N3,861,母親,母親,ははおや,mother,,,,,23.0
3766,N3,862,省く,省く,はぶく,"to omit, to eliminate",,,,,55.0
3767,N3,863,歯磨き＊,歯磨き,はみがき,tooth brushing,,,,,46.0
3768,N3,864,歯磨き粉＊,歯磨き粉,はみがきこ,toothpaste,,,,,46.0
3769,N3,865,嵌める,嵌める,はめる,"to insert, to fit",,,,,47.0
3770,N3,866,流行る＊,流行る,はやる,"to be in fashion, to be popular",～ている,,,(～ている),48.0
3771,N3,867,流行り＊,流行り,はやり,"trend, fad",,,,,48.0
3772,N3,868,腹+,腹,はら,"abdomen, belly",,,,,50.0
3773,N3,869,払い戻し＊,払い戻し,はらいもどし,"refund, repayment",,,,,31.0
3774,N3,870,払い戻す＊,払い戻す,はらいもどす,"to refund, to repay",,チケット代を払い戻す～てもらいました。,チケット代を,～てもらいました。,31.0
3775,N3,871,バランス,バランス,バランス,balance,,,,,14.0
3776,N3,872,パンク,パンク,パンク,"puncture (tire), flat tire",,,,,35.0
3777,N3,873,判子,判子,はんこ,"seal, stamp",,,,,38.0
3778,N3,874,ハンサム,ハンサム,ハンサム,handsome,,,,,80.0
3779,N3,875,半そで,半そで,はんそで,short sleeves,,,,,48.0
3780,N3,876,パンツ,パンツ,パンツ,"pants, underwear",,,,,46.0
3781,N3,877,ハンドル,ハンドル,ハンドル,"steering wheel, handle",,,,,34.0
3782,N3,878,日当たり＊,日当たり,ひあたり,exposure to sunlight,,この部屋は日当たりが良くて、明るいです。,この部屋は,が良くて、明るいです。,13.0
3783,N3,879,ヒーター,ヒーター,ヒーター,Heater,,,,,12.0
3784,N3,880,ビール,ビール,ビール,Beer,,,,,
3785,N3,881,ビール瓶,ビール瓶,ビールびん,beer bottle,,,,,53.0
3786,N3,882,冷えている,冷えている,ひえている,"To be cold, chilled",,今日は外が寒くて、冷えている～ます。,今日は外が寒くて、,～ます。,12.0
3787,N3,883,日帰り＊,日帰り,ひがえり,day trip,,,,,29.0
3788,N3,884,控える,控える,ひかえる,"to refrain, to hold back",yamato dining hall,,,(yamato dining hall),33.0
3789,N3,885,ぴかぴか＊＊,ぴかぴか,ぴかぴか,"glittering, sparkling",,,,,96.0
3790,N3,886,引かれる,引かれる,ひかれる,"to be attracted, to be drawn",,,,,37.0
3791,N3,887,引き算＊,引き算,ひきざん,subtraction,,,,,61.0
3792,N3,888,引き出す＊,引き出す,ひきだす,"to withdraw, to pull out",,,,,38.0
3793,N3,889,髭+,髭,ひげ,"beard, mustache",,,,,
3794,N3,890,美人,美人,びじん,"beautiful person, beauty",,,,,80.0
3795,N3,891,額①,額,ひたい,"Forehead, brow",,,,,46.0
3796,N3,892,引っ繰り返す＊,引っ繰り返す,ひっくりかえす,"to turn over, to flip",,,,,16.0
3797,N3,893,人懐っこい＊,人懐っこい,ひとなつっこい,"sociable, friendly",,,,,22.0
3798,N3,894,一人っ子＊,一人っ子,ひとりっこ,only child,,,,,77.0
3799,N3,895,一人息子,一人息子,ひとりむすこ,only son,,,,,77.0
3800,N3,896,一人娘,一人娘,ひとりむすめ,only daughter,,,,,77.0
3801,N3,897,日にち,日にち,ひにち,"date (of a planned event, act, etc.)",,,,,28.0
3802,N3,898,捻る,捻る,ひねる,"to twist, turn, or wring",,ボトルのキャップを捻る～て開けてください。,ボトルのキャップを,～て開けてください。,12.0
3803,N3,899,紐+,紐,ひも,"string, cord",,,,,47.0
3804,N3,900,冷やす,冷やす,ひやす,To cool (something down),ビルを,夏には冷たい飲み物を冷やす～て楽しむことが多いです。,夏には冷たい飲み物を,～て楽しむことが多いです。(ビルを),12.0
3805,N3,901,費用,費用,ひよう,"cost, expense",,,,,54.0
3806,N3,902,開く①,開く,ひらく,to open,,,,,
3807,N3,903,昼休み＊,昼休み,ひるやすみ,"lunch break, noon recess",,,,,60.0
3808,N3,904,貧乏(な),貧乏,びんぼう,"Poverty-stricken, poor",貧乏揺すり,,,(貧乏揺すり),55.0
3809,N3,905,ファイル,ファイル,ファイル,file,,,,,68.0
3810,N3,906,夫婦,夫婦,ふうふ,"married couple, husband and wife",,,,,76.0
3811,N3,907,増える,増える,ふえる,"to increase, to grow",,,,,84.0
3812,N3,908,部下,部下,ぶか,"subordinate, junior employee",,,,,76.0
3813,N3,909,布巾,布巾,ふきん,"kitchen cloth, dishcloth",,,,,18.0
3814,N3,910,拭く,拭く,ふく,"to wipe, to mop",,テーブルを綺麗に拭く。,テーブルを綺麗に,。,18.0
3815,N3,911,不合格,不合格,ふごうかく,"failure, not passing",,,,,62.0
3816,N3,912,不自由(な),不自由,ふじゆう,"inconvenience, hardship",,,,,33.0
3817,N3,913,不足,不足,ふそく,"insufficiency, shortage",,,,,55.0
3818,N3,914,蓋+,蓋,ふた,"lid, cover",,,,,16.0
3819,N3,915,普段,普段,ふだん,"usual, everyday, habitual, ordinary​",(は),普段はお酒を飲みません。,,はお酒を飲みません。((は)),92.0
3820,N3,916,部長,部長,ぶちょう,"department head, section chief",,,,,76.0
3821,N3,917,打つ,打つ,ぶつ,"to hit, to strike",お尻を,,,(お尻を),22.0
3822,N3,918,普通①,普通,ふつう,"usual, normal",,①梅雨の時期、②彼女は普通①は雨が多い。②９時に寝る。,①梅雨の時期、②彼女は,①は雨が多い。②９時に寝る。,92.0
3823,N3,919,碰る,碰る,ぶつかる,"to collide, to strike against",,,,,37.0
3824,N3,920,碰ける,碰ける,ぶつける,"to knock, to run into",,,,,37.0
3825,N3,921,ぶつぶつ＊＊,ぶつぶつ,ぶつぶつ,"Grunt, grumble, complaint",,ぶつぶつ文句を言う,,文句を言う,96.0
3826,N3,922,物理学,物理学,ぶつりがく,physics,,,,,62.0
3827,N3,923,不意(な),不意,ふい,"unexpected, sudden",思い出す,,,(思い出す),94.0
3828,N3,924,踏切,踏切,ふみきり,railroad crossing,,,,,36.0
3829,N3,925,踏む,踏む,ふむ,"to step on, to tread on",アクセルを,,,(アクセルを),34.0
3830,N3,926,増やす,増やす,ふやす,"to increase, to add",,,,,84.0
3831,N3,927,フライ返し,フライ返し,フライ返し,spatula,,,,,16.0
3832,N3,928,フライパン,フライパン,フライパン,frying pan,,,,,16.0
3833,N3,929,ブラジ,ブラジ,ブラジ,"brassiere, bra",,,,,18.0
3834,N3,930,プラス,プラス,プラス,plus,,,,,61.0
3835,N3,931,ホーム,ホーム,ホーム,platform (train station),プラット,,,(プラット),32.0
3836,N3,932,ぶらぶら＊＊,ぶらぶら,ぶらぶら,"Dangling, swaying, swinging​",街を、ものが～揺れる,,,(街を、ものが～揺れる),96.0
3837,N3,933,振られる,振られる,ふられる,"to be dumped, to be jilted",,,,,44.0
3838,N3,934,振り込み＊,振り込み,ふりこみ,payment made via bank deposit transfer,,,,,38.0
3839,N3,935,振り込む＊,振り込む,ふりこむ,"to transfer money, to remit",,,,,38.0
3840,N3,936,震える,震える,ふるえる,"to shiver, to tremble",体が,,,(体が),84.0
3841,N3,937,ブレーキ,ブレーキ,ブレーキ,brake,,,,,35.0
3842,N3,938,ブログ,ブログ,ブログ,blog,,,,,69.0
3843,N3,939,フロントガラス,フロントガラス,フロントガラス,front windshield,,,,,34.0
3844,N3,940,雰囲気,雰囲気,ふんいき,"atmosphere, mood",感じる様子、雰囲気がいい店,,,(感じる様子、雰囲気がいい店),50.0
3845,N3,941,文学部,文学部,ぶんがくぶ,faculty of literature,,,,,62.0
3846,N3,942,平日,平日,へいじつ,weekday,,,,,28.0
3847,N3,943,ぺこぺこ＊＊,ぺこぺこ,ぺこぺこ,①very hungry ②bowing repeatedly,お腹が,,,(お腹が),96.0
3848,N3,944,別々,別々,べつべつ,"separate, respective, different",,,,,54.0
3849,N3,945,減らす,減らす,へらす,"to decrease, to reduce",,,,,84.0
3850,N3,946,ぺらぺら＊＊,ぺらぺら,ぺらぺら,Fluently (speaking a foreign language)​,英語が、の紙,,,(英語が、の紙),96.0
3851,N3,947,減る,減る,へる,"to decrease, to diminish",お腹が、体重が,,,(お腹が、体重が),50.0
3852,N3,948,ベルト,ベルト,ベルト,belt,機械,,,(機械),46.0
3853,N3,949,変(な),変,へん,"strange, unusual",,,,,86.0
3854,N3,950,変換,変換,へんかん,"conversion, transformation",,,,,70.0
3855,N3,951,変更,変更,へんこう,"change, modification",,,,,28.0
3856,N3,952,返信,返信,へんしん,"reply, response",,,,,70.0
3857,N3,953,法学部,法学部,ほうがくぶ,faculty of law,,,,,62.0
3858,N3,954,箒+,箒,ほうき,broom,,,,,18.0
3859,N3,955,～放題,～放題,ほうだい,"all you can ~, as much as you like",,,,,52.0
3860,N3,956,包丁,包丁,ほうちょう,kitchen knife,,,,,14.0
3861,N3,957,～方面,～方面,～ほうめん,"direction, area",,,,,30.0
3862,N3,958,吠える,吠える,ほえる,"to bark, to howl",,,,,22.0
3863,N3,959,頬+,頬,ほお,cheek (of the face),ほほ,,,(ほほ),46.0
3864,N3,960,ボーナス,ボーナス,ボーナス,bonus,,,,,66.0
3865,N3,961,ホームページ,ホームページ,ホームページ,homepage,,,,,69.0
3866,N3,962,ホームヘルパー,ホームヘルパー,ホームヘルパー,home helper,,,,,66.0
3867,N3,963,補講,補講,ほこう,supplementary lecture,,,,,62.0
3868,N3,964,埃+,埃,ほこり,dust,,部屋を掃除して、埃を取り除きました。,部屋を掃除して、,を取り除きました。,18.0
3869,N3,965,補習,補習,ほしゅう,supplementary lesson,,,,,62.0
3870,N3,966,干す,干す,ほす,"to dry (clothes, etc.)",,,,,20.0
3871,N3,967,保存,保存,ほぞん,"preservation, storage",,食品は冷蔵庫で保存するのが安全です。,食品は冷蔵庫で,するのが安全です。,12.0
